Id,SalePrice
1461,267548.75737754704
1462,145282.0638101815
1463,199870.96358713758
1464,199870.96358713758
1465,199870.96358713758
1466,199870.96358713758
1467,199870.96358713758
1468,145282.0638101815
1469,199870.96358713758
1470,199870.96358713758
1471,199870.96358713758
1472,121005.83447918846
1473,121005.83447918846
1474,199870.96358713758
1475,121005.83447918846
1476,392644.42544238665
1477,297560.5212340457
1478,325384.55279431737
1479,253874.6022532615
1480,371804.3376860217
1481,289466.49743153027
1482,199870.96358713758
1483,199870.96358713758
1484,199870.96358713758
1485,164419.09237120854
1486,199870.96358713758
1487,326245.579864998
1488,297560.5212340457
1489,236364.7143045435
1490,199870.96358713758
1491,199870.96358713758
1492,199870.96358713758
1493,199870.96358713758
1494,289466.49743153027
1495,242145.21591344383
1496,199870.96358713758
1497,205859.47297570802
1498,199870.96358713758
1499,199870.96358713758
1500,199870.96358713758
1501,199870.96358713758
1502,199870.96358713758
1503,297560.5212340457
1504,205859.47297570802
1505,205859.47297570802
1506,199870.96358713758
1507,236364.7143045435
1508,236364.7143045435
1509,199870.96358713758
1510,199870.96358713758
1511,199870.96358713758
1512,199870.96358713758
1513,199870.96358713758
1514,141376.87965298584
1515,164419.09237120854
1516,199870.96358713758
1517,145282.0638101815
1518,205859.47297570802
1519,205859.47297570802
1520,145282.0638101815
1521,145282.0638101815
1522,199870.96358713758
1523,145282.0638101815
1524,145282.0638101815
1525,145282.0638101815
1526,145282.0638101815
1527,236364.7143045435
1528,145282.0638101815
1529,199870.96358713758
1530,199870.96358713758
1531,145282.0638101815
1532,141376.87965298584
1533,199870.96358713758
1534,145282.0638101815
1535,145282.0638101815
1536,145282.0638101815
1537,289466.49743153027
1538,145282.0638101815
1539,205859.47297570802
1540,141376.87965298584
1541,205859.47297570802
1542,145282.0638101815
1543,145282.0638101815
1544,145282.0638101815
1545,145282.0638101815
1546,205859.47297570802
1547,145282.0638101815
1548,145282.0638101815
1549,205859.47297570802
1550,199870.96358713758
1551,145282.0638101815
1552,205859.47297570802
1553,141376.87965298584
1554,129778.62872506
1555,145282.0638101815
1556,140010.40897856365
1557,141376.87965298584
1558,145282.0638101815
1559,141376.87965298584
1560,199870.96358713758
1561,141376.87965298584
1562,199870.96358713758
1563,145282.0638101815
1564,205859.47297570802
1565,199870.96358713758
1566,236364.7143045435
1567,199870.96358713758
1568,199870.96358713758
1569,199870.96358713758
1570,199870.96358713758
1571,145282.0638101815
1572,145282.0638101815
1573,205859.47297570802
1574,199870.96358713758
1575,199870.96358713758
1576,297560.5212340457
1577,205859.47297570802
1578,199870.96358713758
1579,205859.47297570802
1580,199870.96358713758
1581,145282.0638101815
1582,199870.96358713758
1583,278531.12692793785
1584,205859.47297570802
1585,199870.96358713758
1586,145282.0638101815
1587,145282.0638101815
1588,145282.0638101815
1589,199870.96358713758
1590,145282.0638101815
1591,141376.87965298584
1592,145282.0638101815
1593,164419.09237120854
1594,141376.87965298584
1595,141376.87965298584
1596,145282.0638101815
1597,199870.96358713758
1598,199870.96358713758
1599,205859.47297570802
1600,199870.96358713758
1601,145282.0638101815
1602,205859.47297570802
1603,145282.0638101815
1604,199870.96358713758
1605,279308.4143866837
1606,199870.96358713758
1607,279308.4143866837
1608,236364.7143045435
1609,199870.96358713758
1610,164419.09237120854
1611,199870.96358713758
1612,205859.47297570802
1613,236364.7143045435
1614,121005.83447918846
1615,117100.65032199278
1616,117100.65032199278
1617,121005.83447918846
1618,145282.0638101815
1619,199870.96358713758
1620,205859.47297570802
1621,205859.47297570802
1622,145282.0638101815
1623,199870.96358713758
1624,205859.47297570802
1625,199870.96358713758
1626,199870.96358713758
1627,199870.96358713758
1628,205859.47297570802
1629,145282.0638101815
1630,199870.96358713758
1631,199870.96358713758
1632,199870.96358713758
1633,152739.04615509466
1634,199870.96358713758
1635,164419.09237120854
1636,199870.96358713758
1637,199870.96358713758
1638,199870.96358713758
1639,199870.96358713758
1640,199870.96358713758
1641,199870.96358713758
1642,205859.47297570802
1643,205859.47297570802
1644,199870.96358713758
1645,199870.96358713758
1646,199870.96358713758
1647,199870.96358713758
1648,199870.96358713758
1649,145282.0638101815
1650,205859.47297570802
1651,205859.47297570802
1652,121005.83447918846
1653,121005.83447918846
1654,199870.96358713758
1655,199870.96358713758
1656,199870.96358713758
1657,199870.96358713758
1658,199870.96358713758
1659,121005.83447918846
1660,236364.7143045435
1661,363959.3668114343
1662,388174.9793526884
1663,388174.9793526884
1664,363959.3668114343
1665,363959.3668114343
1666,297560.5212340457
1667,205859.47297570802
1668,371804.3376860217
1669,273158.9284792917
1670,388174.9793526884
1671,205859.47297570802
1672,388174.9793526884
1673,267548.75737754704
1674,297560.5212340457
1675,199870.96358713758
1676,205859.47297570802
1677,199870.96358713758
1678,371804.3376860217
1679,253874.6022532615
1680,229226.4040336366
1681,199870.96358713758
1682,242145.21591344383
1683,199870.96358713758
1684,145282.0638101815
1685,145282.0638101815
1686,152784.62446011038
1687,164419.09237120854
1688,199870.96358713758
1689,199870.96358713758
1690,164419.09237120854
1691,145282.0638101815
1692,205859.47297570802
1693,164419.09237120854
1694,145282.0638101815
1695,164419.09237120854
1696,236364.7143045435
1697,164419.09237120854
1698,289466.49743153027
1699,289466.49743153027
1700,217568.54369866927
1701,205859.47297570802
1702,297560.5212340457
1703,267548.75737754704
1704,297560.5212340457
1705,199870.96358713758
1706,363959.3668114343
1707,199870.96358713758
1708,205859.47297570802
1709,297560.5212340457
1710,236364.7143045435
1711,289466.49743153027
1712,199870.96358713758
1713,273158.9284792917
1714,205859.47297570802
1715,205859.47297570802
1716,205859.47297570802
1717,199870.96358713758
1718,141376.87965298584
1719,199870.96358713758
1720,326245.579864998
1721,205859.47297570802
1722,141376.87965298584
1723,205859.47297570802
1724,289466.49743153027
1725,199870.96358713758
1726,199870.96358713758
1727,199870.96358713758
1728,199870.96358713758
1729,199870.96358713758
1730,205859.47297570802
1731,164419.09237120854
1732,267548.75737754704
1733,199870.96358713758
1734,145282.0638101815
1735,145282.0638101815
1736,145282.0638101815
1737,297560.5212340457
1738,199870.96358713758
1739,222215.3283880599
1740,199870.96358713758
1741,205859.47297570802
1742,199870.96358713758
1743,199870.96358713758
1744,205859.47297570802
1745,199870.96358713758
1746,199870.96358713758
1747,279308.4143866837
1748,199870.96358713758
1749,199870.96358713758
1750,145282.0638101815
1751,199870.96358713758
1752,145282.0638101815
1753,199870.96358713758
1754,199870.96358713758
1755,199870.96358713758
1756,152739.04615509466
1757,145282.0638101815
1758,279308.4143866837
1759,205859.47297570802
1760,205859.47297570802
1761,199870.96358713758
1762,199870.96358713758
1763,145282.0638101815
1764,145282.0638101815
1765,199870.96358713758
1766,199870.96358713758
1767,199870.96358713758
1768,145282.0638101815
1769,199870.96358713758
1770,145282.0638101815
1771,145282.0638101815
1772,145282.0638101815
1773,145282.0638101815
1774,199870.96358713758
1775,145282.0638101815
1776,199870.96358713758
1777,145282.0638101815
1778,145282.0638101815
1779,205859.47297570802
1780,164419.09237120854
1781,145282.0638101815
1782,145282.0638101815
1783,242145.21591344383
1784,145282.0638101815
1785,145282.0638101815
1786,199870.96358713758
1787,205859.47297570802
1788,141376.87965298584
1789,205859.47297570802
1790,145282.0638101815
1791,278531.12692793785
1792,145282.0638101815
1793,199870.96358713758
1794,199870.96358713758
1795,145282.0638101815
1796,145282.0638101815
1797,278531.12692793785
1798,145282.0638101815
1799,145282.0638101815
1800,145282.0638101815
1801,145282.0638101815
1802,205859.47297570802
1803,199870.96358713758
1804,199870.96358713758
1805,145282.0638101815
1806,145282.0638101815
1807,145282.0638101815
1808,199870.96358713758
1809,141376.87965298584
1810,164419.09237120854
1811,141376.87965298584
1812,141376.87965298584
1813,145282.0638101815
1814,145282.0638101815
1815,145282.0638101815
1816,145282.0638101815
1817,242145.21591344383
1818,145282.0638101815
1819,129778.62872506
1820,125873.44456786434
1821,145282.0638101815
1822,205859.47297570802
1823,141376.87965298584
1824,145282.0638101815
1825,145282.0638101815
1826,145282.0638101815
1827,145282.0638101815
1828,145282.0638101815
1829,278531.12692793785
1830,205859.47297570802
1831,145282.0638101815
1832,125873.44456786434
1833,145282.0638101815
1834,145282.0638101815
1835,141376.87965298584
1836,145282.0638101815
1837,141376.87965298584
1838,145282.0638101815
1839,145282.0638101815
1840,141376.87965298584
1841,145282.0638101815
1842,145282.0638101815
1843,236364.7143045435
1844,199870.96358713758
1845,145282.0638101815
1846,199870.96358713758
1847,145282.0638101815
1848,141376.87965298584
1849,199870.96358713758
1850,145282.0638101815
1851,145282.0638101815
1852,145282.0638101815
1853,145282.0638101815
1854,199870.96358713758
1855,205859.47297570802
1856,199870.96358713758
1857,205859.47297570802
1858,242145.21591344383
1859,164419.09237120854
1860,236364.7143045435
1861,164419.09237120854
1862,289466.49743153027
1863,289466.49743153027
1864,289466.49743153027
1865,343226.95929233794
1866,359597.60095900466
1867,278531.12692793785
1868,199870.96358713758
1869,236364.7143045435
1870,279308.4143866837
1871,278531.12692793785
1872,199870.96358713758
1873,199870.96358713758
1874,199870.96358713758
1875,199870.96358713758
1876,199870.96358713758
1877,205859.47297570802
1878,205859.47297570802
1879,145282.0638101815
1880,199870.96358713758
1881,278531.12692793785
1882,205859.47297570802
1883,199870.96358713758
1884,205859.47297570802
1885,199870.96358713758
1886,199870.96358713758
1887,199870.96358713758
1888,307993.47301763605
1889,199870.96358713758
1890,199870.96358713758
1891,199870.96358713758
1892,145282.0638101815
1893,145282.0638101815
1894,141376.87965298584
1895,145282.0638101815
1896,145282.0638101815
1897,145282.0638101815
1898,145282.0638101815
1899,199870.96358713758
1900,145282.0638101815
1901,199870.96358713758
1902,145282.0638101815
1903,164419.09237120854
1904,145282.0638101815
1905,199870.96358713758
1906,145282.0638101815
1907,205859.47297570802
1908,199870.96358713758
1909,199870.96358713758
1910,199870.96358713758
