Id,SalePrice
1461,444053.1625
1462,457392.15
1463,442384.55
1464,451833.33125
1465,463385.04375
1466,450405.88125
1467,445043.625
1468,448892.5375
1469,449688.00625
1470,431372.2625
1471,439946.7875
1472,334803.08125
1473,383024.85
1474,439757.325
1475,458047.4625
1476,399945.58125
1477,390384.26875
1478,443307.80625
1479,448579.39375
1480,437001.91875
1481,432856.30625
1482,456694.31875
1483,450608.99375
1484,437873.3
1485,386037.125
1486,396082.85625
1487,452869.4125
1488,448619.69375
1489,398721.6625
1490,441236.6625
1491,453487.16875
1492,386135.39375
1493,326529.35625
1494,443594.6375
1495,462484.98125
1496,441462.8375
1497,453646.73125
1498,247480.85625
1499,381571.63125
1500,380646.3375
1501,387902.2625
1502,447542.84375
1503,397683.44375
1504,449416.9625
1505,450755.525
1506,459919.35625
1507,446944.1
1508,454434.9
1509,462134.175
1510,459806.50625
1511,341505.1625
1512,458988.0125
1513,180874.85625
1514,315056.20625
1515,395816.1875
1516,479352.53125
1517,444569.93125
1518,453259.7625
1519,452879.26875
1520,443275.01875
1521,449583.83125
1522,486572.43125
1523,443718.51875
1524,377910.9375
1525,441888.3
1526,309568.5375
1527,376229.26875
1528,378299.13125
1529,383825.5125
1530,447654.8125
1531,143846.1625
1532,444517.23125
1533,379330.69375
1534,394807.91875
1535,382931.2625
1536,394393.9625
1537,318237.86875
1538,338485.0625
1539,375345.00625
1540,317395.09375
1541,386296.5375
1542,387003.06875
1543,388055.46875
1544,392660.1125
1545,322366.875
1546,392587.18125
1547,400739.06875
1548,397578.00625
1549,377231.125
1550,391647.8625
1551,381207.5875
1552,392857.6125
1553,453264.89375
1554,384864.88125
1555,461672.575
1556,387339.80625
1557,347905.4625
1558,378075.63125
1559,326413.23125
1560,344208.8484375
1561,450887.2375
1562,369547.2625
1563,373856.025
1564,439456.425
1565,475231.08125
1566,450209.9
1567,371321.85625
1568,429472.90625
1569,451033.2
1570,462705.8
1571,407276.18125
1572,436284.275
1573,370357.93125
1574,334262.43125
1575,462768.14375
1576,451691.73125
1577,455933.99375
1578,391164.95
1579,442341.60625
1580,461114.26875
1581,452102.98125
1582,377837.01875
1583,451132.05625
1584,441443.425
1585,425946.2125
1586,237066.825
1587,325697.6375
1588,449641.58125
1589,329290.30625
1590,385743.46875
1591,441096.15625
1592,385246.9375
1593,391350.14375
1594,439133.9
1595,450928.8
1596,460098.69375
1597,380425.6875
1598,391890.65625
1599,435123.9625
1600,446363.0125
1601,284774.2625
1602,317758.25
1603,320238.43125
1604,433090.0125
1605,448551.90625
1606,465603.66875
1607,335340.1125
1608,445383.81875
1609,406269.48125
1610,389900.95
1611,451552.15625
1612,447862.125
1613,451961.18125
1614,443294.3375
1615,459862.825
1616,447579.18125
1617,448838.9
1618,247592.59772727275
1619,442582.94375
1620,444390.10625
1621,385772.86875
1622,442413.4625
1623,455417.3625
1624,446795.78125
1625,377262.6
1626,390842.5
1627,413760.95625
1628,318683.6625
1629,350803.8
1630,410637.7875
1631,403278.51875
1632,387848.8875
1633,335042.5625
1634,430737.4375
1635,400287.54375
1636,364257.45625
1637,356412.5
1638,283382.71875
1639,388935.1875
1640,329488.0125
1641,353247.41875
1642,402818.70625
1643,350645.63125
1644,423475.81875
1645,388918.51875
1646,356134.21875
1647,346089.4125
1648,383784.2375
1649,364397.325
1650,253711.2
1651,315494.6375
1652,311708.21875
1653,313493.21875
1654,298657.875
1655,365764.61875
1656,387319.78125
1657,307601.1625
1658,355751.475
1659,382356.875
1660,348458.38125
1661,341153.4375
1662,351367.51875
1663,399288.08125
1664,401151.0625
1665,399697.31875
1666,406880.2625
1667,280140.40625
1668,322079.47291666665
1669,398869.20625
1670,386013.4625
1671,375561.8
1672,361836.10625
1673,346136.38125
1674,405190.325
1675,388937.1
1676,404137.4625
1677,393834.50625
1678,290770.8375
1679,398134.55
1680,349475.5375
1681,395679.7875
1682,364786.6125
1683,424437.49375
1684,365615.40625
1685,375486.83125
1686,353424.34375
1687,306864.49375
1688,322056.23125
1689,398159.16875
1690,402252.2
1691,400975.66875
1692,344034.36875
1693,320515.61875
1694,403456.15
